election_year,state,constituency,seat_category,name,party,party_group,criminal_cases,education,age,assets,liabilities,net_worth,is_winner,is_bye_election
2019,Karnataka,Belgaum,GEN,Krishnakant Kamanna Birje,IND,Independent,0,10Th Pass,69,3724000,100000,3624000,False,False
2019,Karnataka,Belgaum,GEN,Lakshmanarav Melage,IND,Independent,0,Graduate,85,896000,0,896000,False,False
2019,Karnataka,Belgaum,GEN,Mahadev Maruti Manganakar,IND,Independent,0,10Th Pass,45,870200,0,870200,False,False
2019,Karnataka,Belgaum,GEN,Manjunath Rajappanavar,UTTAMA PRAJAAKEEYA PARTY,Other parties,0,Graduate,38,2212500,0,2212500,False,False
2019,Karnataka,Belgaum,GEN,Maruti Siddappa Chougule,IND,Independent,0,10Th Pass,51,,,,False,False
2019,Karnataka,Belgaum,GEN,Megharaj Shivagoudappa Khanagoudar,IND,Independent,0,10Th Pass,30,0,0,0,False,False
2019,Karnataka,Belgaum,GEN,Nagesh Subhash Bobate,IND,Independent,0,10Th Pass,26,93500,0,93500,False,False
2019,Karnataka,Belgaum,GEN,Nanda Maruti Kodachwadkar,IND,Independent,0,10Th Pass,54,,,,False,False
2019,Karnataka,Belgaum,GEN,Neelkanth Mahadev Patil,IND,Independent,0,12Th Pass,52,40801000,725000,40076000,False,False
2019,Karnataka,Belgaum,GEN,Niteen Dhondiba Anandache,IND,Independent,0,Graduate Professional,48,570169,0,570169,False,False
2019,Karnataka,Belgaum,GEN,Pandurang Mallappa Pattan,IND,Independent,0,10Th Pass,61,25200,0,25200,False,False
2019,Karnataka,Belgaum,GEN,Prabhakar Bhujang Patil,IND,Independent,0,10Th Pass,51,85200,0,85200,False,False
2019,Karnataka,Belgaum,GEN,Prakash Balappa Nesarkar,IND,Independent,0,10Th Pass,48,,,,False,False
2019,Karnataka,Belgaum,GEN,Pranam Prakash Patil,IND,Independent,0,12Th Pass,40,212500,0,212500,False,False
2019,Karnataka,Belgaum,GEN,Rajendra Yallappa Patil,IND,Independent,0,10Th Pass,44,240500,100000,140500,False,False
2019,Karnataka,Belgaum,GEN,Raju Changappa Divatage,IND,Independent,0,5Th Pass,41,,,,False,False
2019,Karnataka,Belgaum,GEN,Ramchandra Dattoba Patil,IND,Independent,0,10Th Pass,64,334000,0,334000,False,False
2019,Karnataka,Belgaum,GEN,Ramchandra Krishna Gaonkar,IND,Independent,0,8Th Pass,38,1736000,15000,1721000,False,False
2019,Karnataka,Belgaum,GEN,Sachin Manohar Nikam,IND,Independent,0,10Th Pass,42,152500,0,152500,False,False
2019,Karnataka,Belgaum,GEN,Sachin Shantaram Kelavekar,IND,Independent,0,12Th Pass,31,1549200,0,1549200,False,False
2019,Karnataka,Belgaum,GEN,Sandeep Vasant Lad,IND,Independent,0,Graduate,35,,,,False,False
2019,Karnataka,Belgaum,GEN,Sanjay Kamble,IND,Independent,0,8Th Pass,39,586000,0,586000,False,False
2019,Karnataka,Belgaum,GEN,Shankar Chogule,IND,Independent,0,Post Graduate,64,3534061,400000,3134061,False,False
2019,Karnataka,Belgaum,GEN,Shankar Pandappa Rathod,IND,Independent,0,10Th Pass,50,,,,False,False
2019,Karnataka,Belgaum,GEN,Shivaraj Narayan Patil,IND,Independent,0,12Th Pass,54,270570,0,270570,False,False
2019,Karnataka,Belgaum,GEN,Shrikant Balkrishna Kadam,IND,Independent,0,10Th Pass,31,3145814,2000000,1145814,False,False
2019,Karnataka,Belgaum,GEN,Sunil Guddakayu,IND,Independent,0,Graduate,34,7484000,0,7484000,False,False
2019,Karnataka,Belgaum,GEN,Sunil Vittal Dasar,IND,Independent,0,10Th Pass,31,688500,500000,188500,False,False
2019,Karnataka,Belgaum,GEN,Suresh Basappa Maralingannavar,IND,Independent,0,Post Graduate,46,,,,False,False
2019,Karnataka,Belgaum,GEN,Suresh Khemanna Rajukar,IND,Independent,0,Graduate,58,413773,0,413773,False,False
2019,Karnataka,Belgaum,GEN,Uday Naik,IND,Independent,0,Graduate,29,401000,65000,336000,False,False
2019,Karnataka,Belgaum,GEN,Uday Ramappa Kundargi,IND,Independent,0,Graduate Professional,54,,,,False,False
2019,Karnataka,Belgaum,GEN,Vijay Krishna Madar,IND,Independent,0,Graduate,40,305301,50000,255301,False,False
2019,Karnataka,Belgaum,GEN,Vijay Laxman Patil,IND,Independent,0,Graduate,59,6706796,0,6706796,False,False
2019,Karnataka,Belgaum,GEN,Vinayak Gopal Gunjatkar,IND,Independent,0,Others,48,26633646,1188000,25445646,False,False
2019,Karnataka,Belgaum,GEN,Vishwanath Buwaji,IND,Independent,0,10Th Pass,27,75294,0,75294,False,False
2019,Karnataka,Belgaum,GEN,Satish Laxmanarao Jarkiholi,INC,INC,0,12Th Pass,58,1484281108,154186032,1330095076,False,True
2019,Karnataka,Belgaum,GEN,Shri Venkateshwara Maha Swamiji,HINDUSTAN JANTA PARTY,Other parties,0,Graduate,35,,,,False,True
2019,Karnataka,Belgaum,GEN,Shubham Vikrant Shelke,IND,Independent,2,10Th Pass,26,1039700,0,1039700,False,True
2019,Karnataka,Belgaum,GEN,Sreekant Padasalagi,IND,Independent,0,12Th Pass,25,1578900,75000,1503900,False,True
2019,Karnataka,Bellary,GEN,Y. Devendrappa,BJP,BJP,0,5Th Pass,67,40107878,250000,39857878,True,False
2019,Karnataka,Bellary,GEN,A. Devadas,SUCI(C),Other parties,0,8Th Pass,51,1943531,0,1943531,False,False
2019,Karnataka,Bellary,GEN,B. Eshwarappa,SHS,SHS,1,8Th Pass,40,304000,1350000,-1046000,False,False
2019,Karnataka,Bellary,GEN,B. Raghu,PYRAMID PARTY OF INDIA,Other parties,0,12Th Pass,35,,,,False,False
2019,Karnataka,Bellary,GEN,K. Gulappa,BSP,BSP,0,12Th Pass,69,9378000,300000,9078000,False,False
2019,Karnataka,Bellary,GEN,Naveen Kumar. S,BHARAT PRABHAT PARTY,Other parties,0,Graduate,29,837500,500000,337500,False,False
2019,Karnataka,Bellary,GEN,Nayakara Ramappa,INDIAN LABOUR PARTY (AMBEDKAR PHULE),Other parties,0,Post Graduate,30,,,,False,False
2019,Karnataka,Bellary,GEN,P. D. Ramanayaka,REPUBLICAN PARTY OF INDIA (KARNATAKA),Other parties,0,10Th Pass,43,293970,315000,-21030,False,False
2019,Karnataka,Bellary,GEN,T. Veeresh,SAMAJWADI FORWARD BLOC,Other parties,0,10Th Pass,35,1360778,30000,1330778,False,False
2019,Karnataka,Bellary,GEN,Yeruru Pampapathi,IND,Independent,0,12Th Pass,60,1600000,0,1600000,False,False
2019,Karnataka,Bidar,GEN,Bhagwanth Khuba,BJP,BJP,1,Graduate Professional,50,,,,True,False
2019,Karnataka,Bidar,GEN,Abdus Sattar Mujahed,AKHIL BHARATIYA MUSLIM LEAGUE (SECULAR),Other parties,1,Graduate,53,2585000,0,2585000,False,False
2019,Karnataka,Bidar,GEN,Ambresh Kencha,UTTAMA PRAJAAKEEYA PARTY,Other parties,0,Graduate,36,17381000,926000,16455000,False,False
2019,Karnataka,Bidar,GEN,Dayanand,AMBEDKARITE PARTY OF INDIA,Other parties,0,10Th Pass,32,17000,75000,-58000,False,False
2019,Karnataka,Bidar,GEN,Eshwar,INC,INC,0,Graduate Professional,57,123313691,7332800,115980891,False,False
2019,Karnataka,Bidar,GEN,Maulappa,IND,Independent,0,Graduate Professional,41,,,,False,False
2019,Karnataka,Bidar,GEN,Maulasab,IND,Independent,0,Post Graduate,63,1552000,0,1552000,False,False
2019,Karnataka,Bidar,GEN,Md Merajuddin,BAHUJAN MAHA PARTY,Other parties,0,8Th Pass,34,130800,0,130800,False,False
2019,Karnataka,Bidar,GEN,Mohammed Yousuf,PRAJA SATTA PARTY,Other parties,0,10Th Pass,42,103950,0,103950,False,False
2019,Karnataka,Bidar,GEN,Moulvi Zameruddin,NATIONAL DEVELOPMENT PARTY,Other parties,0,Graduate Professional,65,2401259,100000,2301259,False,False
2019,Karnataka,Bidar,GEN,Rajambi,BHARTIYA BAHUJAN KRANTI DAL,Other parties,0,5Th Pass,56,,,,False,False
2019,Karnataka,Bidar,GEN,Rajkumar,PURVANCHAL JANTA PARTY (SECULAR),Other parties,0,Post Graduate,33,1180000,0,1180000,False,False
2019,Karnataka,Bidar,GEN,Ravi,IND,Independent,0,Graduate Professional,48,8360000,650000,7710000,False,False
2019,Karnataka,Bidar,GEN,S.H Bukhari,BSP,BSP,0,10Th Pass,65,,,,False,False
2019,Karnataka,Bidar,GEN,Saibanna,IND,Independent,0,Graduate Professional,28,721300,0,721300,False,False
2019,Karnataka,Bidar,GEN,Santosh,BHARATIYA JAN KRANTI DAL (DEMOCRATIC),Other parties,0,10Th Pass,34,5160000,0,5160000,False,False
2019,Karnataka,Bidar,GEN,Sharad,IND,Independent,0,12Th Pass,46,7428000,90000,7338000,False,False
2019,Karnataka,Bidar,GEN,Shivaraj,IND,Independent,0,Graduate,66,2942000,85000,2857000,False,False
2019,Karnataka,Bidar,GEN,Shrimanth Yevate Patil,IND,Independent,0,Post Graduate,67,,,,False,False
2019,Karnataka,Bidar,GEN,Sugriv Bharat Kachave,KRANTI KARI JAI HIND SENA,Other parties,0,8Th Pass,29,20000,0,20000,False,False
2019,Karnataka,Bijapur,GEN,Jigajinagi Ramesh Chandappa,BJP,BJP,0,Graduate,66,504122985,1600000,502522985,True,False
2019,Karnataka,Bijapur,GEN,Balaji Dyamanna Waddar,IND,Independent,1,10Th Pass,34,211500,125000,86500,False,False
2019,Karnataka,Bijapur,GEN,Dadasab Siddappa Bagayat,IND,Independent,0,12Th Pass,46,17776767,850000,16926767,False,False
2019,Karnataka,Bijapur,GEN,Dhareppa Mahadev Ardhavar,IND,Independent,0,Graduate Professional,33,,,,False,False
2019,Karnataka,Bijapur,GEN,Dondiba Ramu Rathod,IND,Independent,0,5Th Pass,42,7870917,76000,7794917,False,False
2019,Karnataka,Bijapur,GEN,Dr. Sunita Devanand Chavan,JD(S),Other parties,0,Doctorate,42,49482018,14184713,35297305,False,False
2019,Karnataka,Bijapur,GEN,Gurubasava. P . Rabakavi,UTTAMA PRAJAAKEEYA PARTY,Other parties,0,12Th Pass,25,,,,False,False
2019,Karnataka,Bijapur,GEN,Pujari Shrinath Sangappa,BSP,BSP,3,Graduate Professional,36,2680100,0,2680100,False,False
2019,Karnataka,Bijapur,GEN,Rudrappa Deyappa Chalawadi,BHARIPA BAHUJAN MAHASANGH,Other parties,0,Post Graduate,55,4163500,200000,3963500,False,False
2019,Karnataka,Bijapur,GEN,Shrivenkateshwar Maha Swamiji,HINDUSTAN JANTA PARTY,Other parties,0,Graduate,31,9,45000,-44991,False,False
2019,Karnataka,Bijapur,GEN,Yamanappa Vittal Gunadal,REPUBLICAN PARTY OF INDIA (KARNATAKA),Other parties,2,8Th Pass,37,,,,False,False
2019,Karnataka,Chamarajanagar,GEN,V Srinivas Prasad,BJP,BJP,0,Post Graduate,71,143804441,324909,143479532,True,False
2019,Karnataka,Chamarajanagar,GEN,Anand Jivan Ram,IND,Independent,0,10Th Pass,33,50000,0,50000,False,False
2019,Karnataka,Chamarajanagar,GEN,Dr Shivakumara,BSP,BSP,0,Doctorate,42,16580750,11600000,4980750,False,False
2019,Karnataka,Chamarajanagar,GEN,G.D. Rajagopal,IND,Independent,0,10Th Pass,49,,,,False,False
2019,Karnataka,Chamarajanagar,GEN,Hanur Nagaraju,UTTAMA PRAJAAKEEYA PARTY,Other parties,0,Post Graduate,49,550100,98000,452100,False,False
2019,Karnataka,Chamarajanagar,GEN,M Pradeep Kumar,IND,Independent,0,12Th Pass,33,165000,0,165000,False,False
2019,Karnataka,Chamarajanagar,GEN,N Ambarish,IND,Independent,0,12Th Pass,32,,,,False,False
2019,Karnataka,Chamarajanagar,GEN,Prasanna Kumar B,KARNATAKA PRAJA PARTY (RAITHAPARVA),Other parties,0,Graduate Professional,30,1556524,192544,1363980,False,False
2019,Karnataka,Chamarajanagar,GEN,R Dhruvanarayana,INC,INC,0,Post Graduate,58,92418254,2190481,90227773,False,False
2019,Karnataka,Chikkballapur,GEN,B.N.Bache Gowda,BJP,BJP,0,Graduate Professional,76,,,,True,False
2019,Karnataka,Chikkballapur,GEN,Abdulkarim Desai,IND,Independent,0,Post Graduate,61,8599316,3100000,5499316,False,False
2019,Karnataka,Chikkballapur,GEN,Alanguru Kanakalakshmi,IND,Independent,0,10Th Pass,30,3920000,0,3920000,False,False
2019,Karnataka,Chikkballapur,GEN,D.Palya Khadar Subhan Khan,SAMAJWADI JANATA PARTY(KARNATAKA),Other parties,0,10Th Pass,48,6450000,0,6450000,False,False
2019,Karnataka,Chikkballapur,GEN,Dr. C.S.Dwarakanath,BSP,BSP,0,Post Graduate,65,40844395,0,40844395,False,False
2019,Karnataka,Chikkballapur,GEN,L. Nagaraj,IND,Independent,0,Others,62,,,,False,False
2019,Karnataka,Chikkballapur,GEN,M.Veerappa Moily,INC,INC,0,Graduate Professional,79,234515884,104316683,130199201,False,False
2019,Karnataka,Chikkballapur,GEN,Muniraju.G,UTTAMA PRAJAAKEEYA PARTY,Other parties,0,Others,30,36399,0,36399,False,False
2019,Karnataka,Chikkballapur,GEN,Nalina.K.S,IND,Independent,0,12Th Pass,26,66925,0,66925,False,False
2019,Karnataka,Chikkballapur,GEN,Nasrulla,IND,Independent,0,Literate,38,17000,0,17000,False,False
2019,Karnataka,Chikkballapur,GEN,Nazir Ahmed,KARNATAKA KARMIKARA PAKSHA,Other parties,0,10Th Pass,62,,,,False,False
2019,Karnataka,Chikkballapur,GEN,Phaniraj.S.V,IND,Independent,0,Others,38,3053000,575000,2478000,False,False
2019,Karnataka,Chikkballapur,GEN,S.R.Nageshareddy,AMBEDKAR SAMAJ PARTY,Other parties,0,8Th Pass,36,670000,0,670000,False,False
2019,Karnataka,Chikkballapur,GEN,S.Varalakshmi,CPI(M),CPI(M),3,12Th Pass,48,,,,False,False
2019,Karnataka,Chikkodi,GEN,Annasaheb Shankar Jolle,BJP,BJP,0,12Th Pass,55,344922831,195595693,149327138,True,False
2019,Karnataka,Chikkodi,GEN,Appasaheb Shripati Kurane,BHARIPA BAHUJAN MAHASANGH,Other parties,0,12Th Pass,37,1184890,0,1184890,False,False
2019,Karnataka,Chikkodi,GEN,Jitendra Subhash Nerle,IND,Independent,0,10Th Pass,44,,,,False,False
2019,Karnataka,Chikkodi,GEN,Kallappa Adiveppa Gudasi,IND,Independent,0,12Th Pass,63,6185000,900000,5285000,False,False
2019,Karnataka,Chikkodi,GEN,Machchendra Davalu Kadapure,BSP,BSP,0,8Th Pass,49,186398,0,186398,False,False
2019,Karnataka,Chikkodi,GEN,Magdum Ismailmagdum,RPI,Other parties,0,10Th Pass,58,,,,False,False
2019,Karnataka,Chikkodi,GEN,Mohan Gurappa Motannavar,IND,Independent,0,Graduate Professional,43,1392350,255000,1137350,False,False
2019,Karnataka,Chikkodi,GEN,Prakash Babanna Hukkeri,INC,INC,0,10Th Pass,72,192138555,3881000,188257555,False,False
2019,Karnataka,Chikkodi,GEN,Shrinik Annasaheb Jangate,IND,Independent,0,12Th Pass,40,1000000,160000,840000,False,False
2019,Karnataka,Chikkodi,GEN,Vishwnath Kalloli Wajantri,IND,Independent,0,12Th Pass,29,151500,40000,111500,False,False
2019,Karnataka,Chitradurga,GEN,A Narayanaswamy,BJP,BJP,0,Graduate,62,96197642,0,96197642,True,False
2019,Karnataka,Chitradurga,GEN,Arunachalam Y,PYRAMID PARTY OF INDIA,Other parties,0,Post Graduate,34,1599000,0,1599000,False,False
2019,Karnataka,Chitradurga,GEN,B N Chandrappa,INC,INC,0,Post Graduate,64,,,,False,False
2019,Karnataka,Chitradurga,GEN,C H Narayanaswamy,IND,Independent,0,5Th Pass,62,3097437,0,3097437,False,False
2019,Karnataka,Chitradurga,GEN,D Pennappa Turuvanur,IND,Independent,0,Graduate,48,530000,0,530000,False,False
2019,Karnataka,Chitradurga,GEN,Devendrappa,UTTAMA PRAJAAKEEYA PARTY,Other parties,0,10Th Pass,42,,,,False,False
2019,Karnataka,Chitradurga,GEN,Ganesh,IND,Independent,0,Illiterate,58,111000,0,111000,False,False
2019,Karnataka,Chitradurga,GEN,Kumar Y,IND,Independent,1,8Th Pass,46,5386644,818173,4568471,False,False
2019,Karnataka,Chitradurga,GEN,L Venugopal,IND,Independent,0,Others,32,3332000,1600000,1732000,False,False
2019,Karnataka,Chitradurga,GEN,Lokesha M K,IND,Independent,0,Graduate Professional,40,351520,0,351520,False,False
2019,Karnataka,Chitradurga,GEN,Mahanthesh C U,BSP,BSP,1,12Th Pass,38,,,,False,False
2019,Karnataka,Chitradurga,GEN,Niranjana A D Cheelangi,AMBEDKAR SAMAJ PARTY,Other parties,0,Post Graduate,38,421700,35000,386700,False,False
2019,Karnataka,Chitradurga,GEN,R Hanumanthappa,IND,Independent,0,Others,70,1870700,630000,1240700,False,False
2019,Karnataka,Chitradurga,GEN,Ramesha V,IND,Independent,0,Post Graduate,39,,,,False,False
2019,Karnataka,Chitradurga,GEN,S Meetyanaik,PRAGATISHIL SAMAJWADI PARTY (LOHIA),Other parties,0,Graduate,48,2441136,900000,1541136,False,False
2019,Karnataka,Chitradurga,GEN,Thippeswamy T,IND,Independent,0,10Th Pass,63,3550000,0,3550000,False,False
2019,Karnataka,Dakshina Kannada,GEN,Nalin Kumar Kateel,BJP,BJP,4,10Th Pass,52,,,,True,False
2019,Karnataka,Dakshina Kannada,GEN,Abdul Hameed,IND,Independent,0,5Th Pass,42,668000,0,668000,False,False
2019,Karnataka,Dakshina Kannada,GEN,Alexander,IND,Independent,1,Graduate,61,30510500,850000,29660500,False,False
2019,Karnataka,Dakshina Kannada,GEN,Deepak Rajesh Coelho,IND,Independent,0,12Th Pass,43,,,,False,False
2019,Karnataka,Dakshina Kannada,GEN,H. Suresh Poojary,IND,Independent,0,5Th Pass,47,277000,0,277000,False,False
2019,Karnataka,Dakshina Kannada,GEN,Maxim Pinto,IND,Independent,0,10Th Pass,55,24860000,15780000,9080000,False,False
2019,Karnataka,Dakshina Kannada,GEN,Mithun M Rai,INC,INC,1,Graduate,34,,,,False,False
2019,Karnataka,Dakshina Kannada,GEN,Mohammad Khalid,IND,Independent,0,Illiterate,46,150500,0,150500,False,False
2019,Karnataka,Dakshina Kannada,GEN,Mohammed Eliyas,SDPI,Other parties,1,12Th Pass,57,501640,0,501640,False,False
2019,Karnataka,Dakshina Kannada,GEN,S. Sathish Saliyan,BSP,BSP,0,12Th Pass,53,2081489,1410607,670882,False,False
2019,Karnataka,Dakshina Kannada,GEN,Supreeth Kumar Poojary,HINDUSTAN JANTA PARTY,Other parties,0,10Th Pass,43,2038000,142150,1895850,False,False
2019,Karnataka,Dakshina Kannada,GEN,Venkatesh Bende,IND,Independent,0,Graduate,47,,,,False,False
2019,Karnataka,Dakshina Kannada,GEN,Vijay Shreenivas C,UTTAMA PRAJAAKEEYA PARTY,Other parties,0,8Th Pass,47,977230,570000,407230,False,False
2019,Karnataka,Davanagere,GEN,G M Siddeshwar,BJP,BJP,0,10Th Pass,67,380164932,14670809,365494123,True,False
2019,Karnataka,Davanagere,GEN,A T Dadakhalandar,IND,Independent,0,10Th Pass,37,130139,20403,109736,False,False
2019,Karnataka,Davanagere,GEN,Abdul Nazeer Sab,IND,Independent,0,5Th Pass,59,1628000,80000,1548000,False,False
2019,Karnataka,Davanagere,GEN,B V Tippeswamy Goshale,IND,Independent,0,8Th Pass,48,,,,False,False
2019,Karnataka,Davanagere,GEN,Barkath Ali,IND,Independent,0,12Th Pass,50,1338417,0,1338417,False,False
2019,Karnataka,Davanagere,GEN,C M Manjunatha Swami,IND,Independent,0,Others,36,2050000,0,2050000,False,False
2019,Karnataka,Davanagere,GEN,Dr Sridhara Udupa,IND,Independent,0,Graduate Professional,67,,,,False,False
2019,Karnataka,Davanagere,GEN,Ganesha B A,UTTAMA PRAJAAKEEYA PARTY,Other parties,0,Others,27,216519,0,216519,False,False
2019,Karnataka,Davanagere,GEN,H Eshwarappa,IND,Independent,0,Literate,65,2120000,0,2120000,False,False
2019,Karnataka,Davanagere,GEN,Harish Halli,IND,Independent,0,12Th Pass,37,4626000,0,4626000,False,False
2019,Karnataka,Davanagere,GEN,M B Veerabhadrappa,IND,Independent,0,12Th Pass,59,,,,False,False
2019,Karnataka,Davanagere,GEN,Madhu T G,SUCI(C),Other parties,0,Graduate,30,3208122,93750,3114372,False,False
2019,Karnataka,Davanagere,GEN,Manjunatha Marikoppa,IND,Independent,0,10Th Pass,32,514500,58000,456500,False,False
2019,Karnataka,Davanagere,GEN,Mohamed Hayath,IND,Independent,0,Graduate,35,,,,False,False
2019,Karnataka,Davanagere,GEN,Mohammed Aleemulla,IND,Independent,0,12Th Pass,37,540000,0,540000,False,False
2019,Karnataka,Davanagere,GEN,Ravindra Navale,INDIAN LABOUR PARTY (AMBEDKAR PHULE),Other parties,0,Others,66,234986,0,234986,False,False
2019,Karnataka,Davanagere,GEN,Shashikumar R N,IND,Independent,0,Post Graduate,29,2177102,600000,1577102,False,False
2019,Karnataka,Davanagere,GEN,Siddappa B H,BSP,BSP,2,Post Graduate,64,776000,400000,376000,False,False
2019,Karnataka,Davanagere,GEN,Subhan Khan,IND,Independent,0,Post Graduate,52,,,,False,False
2019,Karnataka,Davanagere,GEN,Syed Zabiulla K,IND,Independent,0,12Th Pass,55,1310000,0,1310000,False,False
2019,Karnataka,Davanagere,GEN,V Iqbal Ahamed,IND,Independent,0,5Th Pass,50,7728000,0,7728000,False,False
2019,Karnataka,Davanagere,GEN,V Manjunathachar,IND,Independent,0,Graduate,52,,,,False,False
2019,Karnataka,Dharwad,GEN,Pralhad Joshi,BJP,BJP,1,Graduate,56,,,,True,False
2019,Karnataka,Dharwad,GEN,B. G. Sangannavar,IND,Independent,0,Graduate,36,2268600,0,2268600,False,False
2019,Karnataka,Dharwad,GEN,Dundasi Abdulrahiman Mahammad Hanif,IND,Independent,2,Graduate Professional,49,31990000,400000,31590000,False,False
2019,Karnataka,Dharwad,GEN,Gangadhar Badiger,SUCI(C),Other parties,0,Graduate Professional,37,,,,False,False
2019,Karnataka,Dharwad,GEN,Hashinabanu Tapalvale,IND,Independent,0,Illiterate,55,80000,0,80000,False,False
2019,Karnataka,Dharwad,GEN,Irappa Madar,BSP,BSP,0,10Th Pass,44,317000,950000,-633000,False,False
2019,Karnataka,Dharwad,GEN,Makhtum Khan Hasanalikhan Sirdesai,IND,Independent,0,Graduate,42,,,,False,False
2019,Karnataka,Dharwad,GEN,Mallikarjunagouda Giriyappagouda Balanagoudra,IND,Independent,0,5Th Pass,54,6135260,1400000,4735260,False,False
2019,Karnataka,Dharwad,GEN,Maradagi Veerappa Gurushantappa,IND,Independent,0,12Th Pass,46,7650000,1000000,6650000,False,False
2019,Karnataka,Dharwad,GEN,Raju Anantsa Naikwadi,IND,Independent,1,10Th Pass,39,1800000,0,1800000,False,False
2019,Karnataka,Dharwad,GEN,Raju Harishchandra Kamble,AZAD MAZDOOR KISSAN PARTY,Other parties,0,Post Graduate,35,79835,0,79835,False,False
2019,Karnataka,Dharwad,GEN,Revanshiddappa Basavaraj Talawar,BHARATIYA PRAJAGALA KALYANA PAKSHA,Other parties,0,10Th Pass,28,,,,False,False
2019,Karnataka,Dharwad,GEN,Santosh Nandur,UTTAMA PRAJAAKEEYA PARTY,Other parties,0,Post Graduate,40,2281541,172551,2108990,False,False
2019,Karnataka,Dharwad,GEN,Shakeel Ahmad Abdulsattar Dodwad,IND,Independent,0,5Th Pass,37,347750,0,347750,False,False
2019,Karnataka,Dharwad,GEN,Somashekhar Peeraji Yadav,IND,Independent,0,10Th Pass,42,,,,False,False
2019,Karnataka,Dharwad,GEN,Udayakumar Ayyappa Ambiger,IND,Independent,0,Illiterate,46,785161,129180,655981,False,False
2019,Karnataka,Dharwad,GEN,Vadiraj Mannari Madhusudhan,ALL INDIA HINDUSTAN CONGRESS PARTY,Other parties,3,Graduate,49,1135000,0,1135000,False,False
2019,Karnataka,Dharwad,GEN,Vinod D Ghodke,PROUTIST BLOC INDIA,Other parties,0,8Th Pass,54,105000,45000,60000,False,False
2019,Karnataka,Gulbarga,GEN,Dr. Umesh G Jadhav,BJP,BJP,0,Post Graduate,60,,,,True,False
2019,Karnataka,Gulbarga,GEN,D. K. Konkate Keroor,RASHTRIYA SAMAJ PAKSHA,Other parties,0,Graduate,42,1178000,125000,1053000,False,False
2019,Karnataka,Gulbarga,GEN,Dr. M. P. Darakeshwaraiah,IND,Independent,0,Graduate Professional,60,3194000,0,3194000,False,False
2019,Karnataka,Gulbarga,GEN,G. Timmaraju,IND,Independent,0,10Th Pass,44,10000,0,10000,False,False
2019,Karnataka,Gulbarga,GEN,K. B. Vasu,BSP,BSP,2,Graduate,39,705340,0,705340,False,False
2019,Karnataka,Gulbarga,GEN,Mahesh Lambani,UTTAMA PRAJAAKEEYA PARTY,Other parties,0,Post Graduate,26,,,,False,False
2019,Karnataka,Gulbarga,GEN,Mallikarjun Kharge,INC,INC,0,Graduate Professional,77,157722896,3122000,154600896,False,False
2019,Karnataka,Gulbarga,GEN,Rajkumar,BHARTIYA BAHUJAN KRANTI DAL,Other parties,0,5Th Pass,41,490000,0,490000,False,False
2019,Karnataka,Gulbarga,GEN,S. M. Sharma,SUCI(C),Other parties,1,Graduate,35,198372,0,198372,False,False
2019,Karnataka,Gulbarga,GEN,Shankar Jadhav,BHARATIYA PEOPLES PARTY,Other parties,0,Illiterate,58,0,0,0,False,False
2019,Karnataka,Gulbarga,GEN,Vijay Jadhav,SARVA JANATA PARTY,Other parties,0,8Th Pass,32,,,,False,False
2019,Karnataka,Hassan,GEN,Prajwal R,JD(S),Other parties,0,Graduate Professional,28,97848632,37253210,60595422,True,False
2019,Karnataka,Hassan,GEN,H M Chandregowda,UTTAMA PRAJAAKEEYA PARTY,Other parties,0,12Th Pass,65,124718018,26075626,98642392,False,False
2019,Karnataka,Hassan,GEN,M. Mahesh (Al: Lokesh),IND,Independent,0,Others,49,302010,0,302010,False,False
2019,Karnataka,Hassan,GEN,Manju A,BJP,BJP,0,Graduate Professional,60,,,,False,False
2019,Karnataka,Hassan,GEN,R G Sathisha,IND,Independent,0,8Th Pass,48,150000,0,150000,False,False
2019,Karnataka,Hassan,GEN,Vinodraj K H,BSP,BSP,0,12Th Pass,29,,,,False,False
2019,Karnataka,Haveri,GEN,Udasi. S.C.,BJP,BJP,0,12Th Pass,52,,,,True,False
2019,Karnataka,Haveri,GEN,Ayubakhan A Pathan,BSP,BSP,0,Graduate Professional,64,6529968,2665862,3864106,False,False
2019,Karnataka,Haveri,GEN,Basavaraj. S. Desai,IND,Independent,0,10Th Pass,48,1212859,488988,723871,False,False
2019,Karnataka,Haveri,GEN,Bommoji Ramappa Siddappa,IND,Independent,0,Graduate Professional,65,,,,False,False
2019,Karnataka,Haveri,GEN,D.R. Patil,INC,INC,0,Graduate Professional,72,53424424,2574740,50849684,False,False
2019,Karnataka,Haveri,GEN,Hanumanthappa D Kabbar,IND,Independent,0,12Th Pass,35,1387000,55000,1332000,False,False
2019,Karnataka,Haveri,GEN,Ishwar Patil,UTTAMA PRAJAAKEEYA PARTY,Other parties,0,10Th Pass,37,,,,False,False
2019,Karnataka,Haveri,GEN,Shylesh Nazare Ashok,INDIAN LABOUR PARTY (AMBEDKAR PHULE),Other parties,0,Graduate,49,13457336,420000,13037336,False,False
2019,Karnataka,Haveri,GEN,Siddappa Kallappa Poojar,IND,Independent,0,10Th Pass,37,70500,0,70500,False,False
2019,Karnataka,Haveri,GEN,Veerabhadrappa Veerappa Kabbinada,IND,Independent,0,5Th Pass,72,215000,0,215000,False,False
2019,Karnataka,Kolar,GEN,S. Muniswamy,BJP,BJP,2,12Th Pass,44,174557500,19865690,154691810,True,False
